eventid,iyear,imonth,country_txt,region_txt,city,latitude,longitude,nkill,nwound
202105080003,2021,5,Afghanistan,South Asia,Sari Pul,36.217656,65.933036,3,3
202105080009,2021,5,Afghanistan,South Asia,Kabul,34.523842,69.140304,95,200
202105080010,2021,5,Israel,Middle East & North Africa,Zimrat,31.452569,34.548567,0,0
202105080013,2021,5,Afghanistan,South Asia,Maydan Shahr,34.396798,68.863945,10,0
202105080014,2021,5,Mali,Sub-Saharan Africa,Tessalit,20.252065,0.981526,2,15
202105080018,2021,5,Yemen,Middle East & North Africa,Hudaydah,14.782391,42.973093,3,5
202105080021,2021,5,Iraq,Middle East & North Africa,Zarkah,34.711771,44.229082,1,1
202105080024,2021,5,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,1,0
202105090004,2021,5,Afghanistan,South Asia,Farah,32.366905,62.113825,2,5
202105090008,2021,5,Afghanistan,South Asia,Puli Alam,34.021193,68.999537,4,0
202105090009,2021,5,Afghanistan,South Asia,Puli Alam,34.021193,68.999537,1,0
202105090010,2021,5,Afghanistan,South Asia,Khost,33.335257,69.92847,1,0
202105090012,2021,5,Afghanistan,South Asia,Kulangar,34.037981,69.021029,1,0
202105090016,2021,5,Iraq,Middle East & North Africa,Karbala,32.604392,44.007145,1,0
202105090018,2021,5,Israel,Middle East & North Africa,Netivot,31.42563,34.579062,0,0
202105090019,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,0,0
202105090026,2021,5,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,8,9
202105100002,2021,5,Afghanistan,South Asia,Puli Alam,34.021193,68.999537,1,1
202105100003,2021,5,Afghanistan,South Asia,Feroz Koh,34.521315,65.249242,4,0
202105100004,2021,5,Afghanistan,South Asia,Shahr-e Safa,31.80262,66.324717,11,25
202105100007,2021,5,Syria,Middle East & North Africa,Bab al-Hawa,36.230276,36.692927,1,4
202105100008,2021,5,Pakistan,South Asia,Quetta,30.20082,66.994352,0,3
202105100009,2021,5,Israel,Middle East & North Africa,Sderot,31.5282,34.596381,0,0
202105100010,2021,5,Israel,Middle East & North Africa,Jerusalem,31.7716,35.203401,0,0
202105100013,2021,5,Israel,Middle East & North Africa,Sderot,31.5282,34.596381,0,1
202105100037,2021,5,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,0,7
202105110004,2021,5,Afghanistan,South Asia,Kandahar,31.631083,65.742227,2,1
202105110009,2021,5,Nigeria,Sub-Saharan Africa,Maiduguri,11.840793,13.141391,10,0
202105110019,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,0,12
202105110020,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,0,11
202105110021,2021,5,Israel,Middle East & North Africa,Ashdod,31.821443,34.66517,0,11
202105110022,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,0,0
202105110023,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,1,1
202105110024,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,1,4
202105110025,2021,5,Israel,Middle East & North Africa,Tel Aviv,32.08297,34.811886,0,3
202105110026,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,0,0
202105110028,2021,5,Israel,Middle East & North Africa,Tel Aviv,32.08297,34.811886,0,4
202105110034,2021,5,Iraq,Middle East & North Africa,Jalawla,34.271035,45.163568,0,2
202105110042,2021,5,Chile,South America,Santiago,-33.366239,-70.505302,0,0
202105110043,2021,5,Syria,Middle East & North Africa,Saidah,32.628456,36.223445,3,1
202105120003,2021,5,Afghanistan,South Asia,Qalat,32.100205,66.901018,0,18
202105120021,2021,5,Israel,Middle East & North Africa,Netiv Ha'asara,31.316522,34.466808,1,2
202105120022,2021,5,Israel,Middle East & North Africa,Rishon LeZion,31.970541,34.791724,1,0
202105120023,2021,5,Israel,Middle East & North Africa,Sderot,31.5282,34.596381,1,7
202105120024,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,0,0
202105120027,2021,5,Israel,Middle East & North Africa,Netiv Ha'asara,31.316522,34.466808,0,0
202105120035,2021,5,West Bank and Gaza Strip,Middle East & North Africa,Hebron,31.530243,35.094162,0,1
202105120037,2021,5,Somalia,Sub-Saharan Africa,Kismayo,-0.357847,42.546652,0,0
202105130001,2021,5,Afghanistan,South Asia,Kunduz,36.70574,68.876969,2,14
202105130010,2021,5,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,2,0
202105130023,2021,5,West Bank and Gaza Strip,Middle East & North Africa,Yitzhar,32.168663,35.236201,1,2
202105130026,2021,5,Israel,Middle East & North Africa,Petah Tivka,32.08916,34.883818,0,5
202105130028,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,0,1
202105130029,2021,5,Israel,Middle East & North Africa,Rishon LeZion,31.970541,34.791724,0,0
202105130032,2021,5,Yemen,Middle East & North Africa,Taizz,13.586484,44.024105,21,0
202105130034,2021,5,Yemen,Middle East & North Africa,Taizz,13.586484,44.024105,0,0
202105130035,2021,5,Yemen,Middle East & North Africa,Taizz,13.586484,44.024105,0,0
202105130040,2021,5,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,0,0
202105140004,2021,5,India,South Asia,Srinagar,34.083739,74.789903,0,0
202105140022,2021,5,Israel,Middle East & North Africa,Beersheba,31.248483,34.787855,0,0
202105140025,2021,5,Israel,Middle East & North Africa,Beersheba,31.248483,34.787855,0,1
202105150008,2021,5,Pakistan,South Asia,Sibi,29.54828,67.879192,0,1
202105150011,2021,5,Israel,Middle East & North Africa,Tel Aviv,32.08297,34.811886,1,10
202105150013,2021,5,Israel,Middle East & North Africa,Kissufim,31.374898,34.398017,0,0
202105150014,2021,5,Israel,Middle East & North Africa,Beersheba,31.248483,34.787855,0,0
202105150018,2021,5,Israel,Middle East & North Africa,Ashdod,31.821443,34.66517,0,0
202105150019,2021,5,Israel,Middle East & North Africa,Ashdod,31.821443,34.66517,0,0
202105150021,2021,5,Israel,Middle East & North Africa,Sderot,31.5282,34.596381,0,0
202105150022,2021,5,Israel,Middle East & North Africa,Sderot,31.5282,34.596381,0,0
202105150023,2021,5,West Bank and Gaza Strip,Middle East & North Africa,Azzun,32.177102,35.058602,0,0
202105150024,2021,5,Israel,Middle East & North Africa,Tel Aviv,32.08297,34.811886,0,0
202105150025,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,0,0
202105150027,2021,5,Israel,Middle East & North Africa,Lod,31.951465,34.887823,0,0
202105150028,2021,5,Israel,Middle East & North Africa,Tel Aviv,32.08297,34.811886,0,0
202105150030,2021,5,Israel,Middle East & North Africa,Tel Aviv,32.08297,34.811886,0,2
202105150033,2021,5,Afghanistan,South Asia,Tarin Kot,32.61797,65.872373,1,1
202105150034,2021,5,Israel,Middle East & North Africa,Beersheba,31.248483,34.787855,0,0
202105160008,2021,5,West Bank and Gaza Strip,Middle East & North Africa,Jerusalem,31.784837,35.224613,1,6
202105160011,2021,5,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,21,13
202105160013,2021,5,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,1
202105160015,2021,5,Iraq,Middle East & North Africa,Khanaqin,34.347345,45.383273,0,0
202105160022,2021,5,Israel,Middle East & North Africa,Netivot,31.42563,34.579062,0,0
202105160027,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,0,0
202105160028,2021,5,Israel,Middle East & North Africa,Beersheba,31.248483,34.787855,0,0
202105160029,2021,5,Israel,Middle East & North Africa,Ashdod,31.821443,34.66517,0,0
202105160030,2021,5,Israel,Middle East & North Africa,Nahal Oz,31.472609,34.497694,0,0
202105170001,2021,5,Afghanistan,South Asia,Khost,33.335257,69.92847,4,0
202105170005,2021,5,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,0
202105170017,2021,5,Afghanistan,South Asia,Barikab,34.3035,70.715722,1,1
202105170020,2021,5,Greece,Western Europe,Thessaloniki,40.620662,22.951999,0,0
202105170021,2021,5,Israel,Middle East & North Africa,Sderot,31.5282,34.596381,0,0
202105170022,2021,5,West Bank and Gaza Strip,Middle East & North Africa,Hawara,32.154515,35.258552,1,0
202105170052,2021,5,Afghanistan,South Asia,Imam Sahib,37.181767,68.911302,1,2
202105180009,2021,5,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,1
202105180017,2021,5,West Bank and Gaza Strip,Middle East & North Africa,Jerusalem,31.784837,35.224613,0,0
202105180018,2021,5,Myanmar,Southeast Asia,Kutkai,23.459658,97.93623,0,0
202105180019,2021,5,West Bank and Gaza Strip,Middle East & North Africa,Hebron,31.530243,35.094162,1,0
202105180028,2021,5,Israel,Middle East & North Africa,Kerem Shalom,31.316522,34.466808,0,0
202105180029,2021,5,Israel,Middle East & North Africa,Erez,31.316522,34.466808,0,1
202105180031,2021,5,Iraq,Middle East & North Africa,Diwaniyah,31.989581,44.923774,0,0
202105180033,2021,5,Somalia,Sub-Saharan Africa,Galkayo,6.774396,47.429032,3,0
202105180036,2021,5,Israel,Middle East & North Africa,Moshav Ohad,31.316522,34.466808,2,7
202105180037,2021,5,Israel,Middle East & North Africa,Ashdod,31.821443,34.66517,0,3
202105180051,2021,5,Afghanistan,South Asia,Obe,34.372892,63.196915,3,0
202105190001,2021,5,Afghanistan,South Asia,Qalat,32.100205,66.901018,6,3
202105190002,2021,5,Afghanistan,South Asia,Barakhanah,34.55273,64.962844,3,0
202105190004,2021,5,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,1,0
202105190007,2021,5,Turkey,Middle East & North Africa,Diyarbakir,37.922216,40.184377,0,0
202105190011,2021,5,Democratic Republic of the Congo,Sub-Saharan Africa,Mavivi,0.585554,29.484328,1,0
202105190012,2021,5,Somalia,Sub-Saharan Africa,Jowhar,2.777264,45.500641,4,0
202105190019,2021,5,Somalia,Sub-Saharan Africa,Jowhar,2.777264,45.500641,0,0
202105190023,2021,5,Israel,Middle East & North Africa,Acre,32.930949,35.083188,0,0
202105190024,2021,5,Myanmar,Southeast Asia,Yangon,16.887781,96.149558,0,0
202105190025,2021,5,Myanmar,Southeast Asia,Yangon,16.887781,96.149558,1,0
202105190026,2021,5,Israel,Middle East & North Africa,Ashdod,31.821443,34.66517,0,0
202105190027,2021,5,Israel,Middle East & North Africa,Ashdod,31.821443,34.66517,0,0
202105190028,2021,5,Israel,Middle East & North Africa,Sderot,31.5282,34.596381,0,0
202105190029,2021,5,Israel,Middle East & North Africa,Beersheba,31.248483,34.787855,0,0
202105190030,2021,5,Israel,Middle East & North Africa,Beersheba,31.248483,34.787855,0,0
202105190031,2021,5,Israel,Middle East & North Africa,Kerem Shalom,31.316522,34.466808,0,0
202105190034,2021,5,Israel,Middle East & North Africa,Netivot,31.42563,34.579062,0,0
202105190035,2021,5,Israel,Middle East & North Africa,Sderot,31.5282,34.596381,0,1
202105190036,2021,5,Israel,Middle East & North Africa,Sderot,31.5282,34.596381,0,1
202105190037,2021,5,Israel,Middle East & North Africa,Sderot,31.5282,34.596381,0,0
202105190038,2021,5,Israel,Middle East & North Africa,Sderot,31.5282,34.596381,0,0
202105190047,2021,5,United States,North America,New York,40.694257,-73.93068,0,0
202105190048,2021,5,United States,North America,New York,40.694257,-73.93068,0,1
202105190049,2021,5,Yemen,Middle East & North Africa,Hudaydah,14.782391,42.973093,0,0
202105200001,2021,5,Afghanistan,South Asia,Puli Alam,34.021193,68.999537,1,1
202105200002,2021,5,Afghanistan,South Asia,Shibirghan,36.674673,65.748404,1,0
202105200007,2021,5,Afghanistan,South Asia,Herat,34.346721,62.197317,2,0
202105200015,2021,5,United States,North America,Carrollton,32.988942,-96.89997,0,0
202105200022,2021,5,Israel,Middle East & North Africa,Zikim,31.316522,34.466808,0,1
202105200026,2021,5,Myanmar,Southeast Asia,Yangon,16.887781,96.149558,0,0
202105200027,2021,5,Afghanistan,South Asia,Shahr-e Safa,31.80262,66.324717,12,0
202105200028,2021,5,Israel,Middle East & North Africa,Ashkelon,31.670149,34.575154,0,3
202105210005,2021,5,Pakistan,South Asia,Chaman,30.92211,66.451533,7,14
202105210012,2021,5,Saudi Arabia,Middle East & North Africa,Mecca,21.419133,39.872387,0,0
202105210016,2021,5,Afghanistan,South Asia,Ghazni,33.542623,68.41533,0,0
202105210019,2021,5,Somalia,Sub-Saharan Africa,Garas Balley,2.078434,45.247823,3,0
202105210026,2021,5,Israel,Middle East & North Africa,Lod,31.951465,34.887823,0,0
202105210028,2021,5,Iraq,Middle East & North Africa,Khalis,33.848619,44.522125,0,0
202105210033,2021,5,Myanmar,Southeast Asia,Yangon,16.887781,96.149558,1,0
202105210034,2021,5,Chile,South America,Santiago,-33.366239,-70.505302,0,0
202105220002,2021,5,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,2,2
202105220004,2021,5,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202105220015,2021,5,United States,North America,New York,40.694257,-73.93068,0,2
202105220016,2021,5,Iraq,Middle East & North Africa,Tarmiyah,33.66969,44.381316,1,0
202105220021,2021,5,Afghanistan,South Asia,Faizabad,37.10783,70.567562,0,7
202105220030,2021,5,Afghanistan,South Asia,Feroz Koh,34.521315,65.249242,0,3
202105220031,2021,5,Somalia,Sub-Saharan Africa,Bulobarde,3.853247,45.565232,0,0
202105220032,2021,5,Somalia,Sub-Saharan Africa,Jalalaqsi,3.381585,45.59839,0,0
202105220036,2021,5,Myanmar,Southeast Asia,Yangon,16.887781,96.149558,1,0
202105220041,2021,5,Israel,Middle East & North Africa,Lod,31.951465,34.887823,0,0
202105230006,2021,5,Afghanistan,South Asia,Mihtarlam,34.674867,70.213444,1,0
202105230018,2021,5,Syria,Middle East & North Africa,Jarabulus,36.818631,38.011127,3,0
202105230028,2021,5,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,2
202105230029,2021,5,Iraq,Middle East & North Africa,Sadirah,35.430137,43.296707,0,3
202105230031,2021,5,Iraq,Middle East & North Africa,Samawah,31.300212,45.277092,0,0
202105230034,2021,5,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,0
202105230039,2021,5,Afghanistan,South Asia,Taluqan,36.73346,69.537757,1,0
202105230044,2021,5,Greece,Western Europe,Athens,37.997492,23.762727,0,0
202105230045,2021,5,Greece,Western Europe,Athens,37.997492,23.762727,0,0
202105230046,2021,5,United States,North America,Havre de Grace,39.548049,-76.114495,0,0
202105240007,2021,5,Pakistan,South Asia,Quetta,30.20082,66.994352,0,5
202105240011,2021,5,West Bank and Gaza Strip,Middle East & North Africa,Jerusalem,31.784837,35.224613,1,2
202105240019,2021,5,Yemen,Middle East & North Africa,Sanaa,15.325444,44.211895,1,0
202105240032,2021,5,Syria,Middle East & North Africa,Saidah,32.628456,36.223445,2,0
202105240036,2021,5,Yemen,Middle East & North Africa,Habilayn,13.532532,44.849667,0,5
202105240050,2021,5,United States,North America,Maryville,35.74682,-83.978801,0,0
202105250003,2021,5,Syria,Middle East & North Africa,Namar,32.962402,36.076487,0,0
202105250004,2021,5,Iraq,Middle East & North Africa,Hadithah,34.160588,42.37254,0,10
202105250009,2021,5,Burundi,Sub-Saharan Africa,Bujumbura,-3.375828,29.364107,1,6
202105250010,2021,5,Burundi,Sub-Saharan Africa,Bujumbura,-3.375828,29.364107,1,6
202105250011,2021,5,Burundi,Sub-Saharan Africa,Bujumbura,-3.375828,29.364107,0,6
202105250012,2021,5,Burundi,Sub-Saharan Africa,Bujumbura,-3.375828,29.364107,0,6
202105250025,2021,5,India,South Asia,Tral,33.931013,75.114214,0,0
202105250026,2021,5,Iraq,Middle East & North Africa,Kirkuk,35.452112,44.375464,0,0
202105250033,2021,5,Syria,Middle East & North Africa,Saidah,32.628456,36.223445,2,0
202105250036,2021,5,Iraq,Middle East & North Africa,Hillah,32.469239,44.416638,0,0
202105260001,2021,5,Afghanistan,South Asia,Farah,32.366905,62.113825,1,0
202105260002,2021,5,Afghanistan,South Asia,Taluqan,36.73346,69.537757,1,1
202105260005,2021,5,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,0
202105260007,2021,5,Afghanistan,South Asia,Qala-i-Naw,34.990048,63.132541,5,0
202105260008,2021,5,Syria,Middle East & North Africa,Mlaiha el-Garbiah,32.750841,36.342662,0,0
202105260009,2021,5,Syria,Middle East & North Africa,Saidah,32.628456,36.223445,0,0
202105260018,2021,5,Nigeria,Sub-Saharan Africa,Mainok,11.829979,12.630177,0,0
202105260021,2021,5,Pakistan,South Asia,Panjgur,26.972135,64.114569,1,0
202105260024,2021,5,Syria,Middle East & North Africa,Afrin,36.511639,36.867356,1,3
202105260025,2021,5,Iraq,Middle East & North Africa,Tuz Khormato,34.881348,44.62513,0,0
202105260027,2021,5,Myanmar,Southeast Asia,Yangon,16.887781,96.149558,3,0
202105260030,2021,5,Ethiopia,Sub-Saharan Africa,Gonder,12.606383,37.461491,0,0
202105260031,2021,5,Iraq,Middle East & North Africa,Bir Ahmad,34.806469,44.495681,0,0
202105260034,2021,5,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202105260038,2021,5,Israel,Middle East & North Africa,Lod,31.951465,34.887823,0,0
202105270001,2021,5,Afghanistan,South Asia,Mahmud Raqi,35.015114,69.348753,3,0
202105270011,2021,5,Afghanistan,South Asia,Chah Anjeer,31.680203,64.312213,7,52
202105270021,2021,5,Iraq,Middle East & North Africa,Daquq,35.137008,44.446641,1,3
202105270031,2021,5,Iraq,Middle East & North Africa,Bir Ahmad,34.806469,44.495681,0,2
202105270040,2021,5,Iraq,Middle East & North Africa,Diwaniyah,31.989581,44.923774,0,0
202105270042,2021,5,Iraq,Middle East & North Africa,Wajihiyah,33.879801,44.854083,0,2
202105270045,2021,5,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,1
202105280002,2021,5,Afghanistan,South Asia,Qalat,32.100205,66.901018,5,3
202105280006,2021,5,Niger,Sub-Saharan Africa,Diffa,13.31489,12.6047,11,0
202105280010,2021,5,Somalia,Sub-Saharan Africa,Baidoa,3.115641,43.646581,3,7
202105280013,2021,5,Nigeria,Sub-Saharan Africa,Rann,12.268526,14.46611,10,0
202105280014,2021,5,Pakistan,South Asia,Quetta,30.20082,66.994352,0,1
202105290002,2021,5,Afghanistan,South Asia,Charikar,35.018159,69.168991,4,11
202105290027,2021,5,Iraq,Middle East & North Africa,Imam Weis,33.794649,44.892579,0,1
202105300008,2021,5,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,1
202105300018,2021,5,Afghanistan,South Asia,Imam Sahib,37.181767,68.911302,5,4
202105300021,2021,5,Iraq,Middle East & North Africa,Sadiyah,34.125728,45.003343,0,0
202105300041,2021,5,Syria,Middle East & North Africa,Al-Bab,36.366198,37.512275,0,0
202105300042,2021,5,Syria,Middle East & North Africa,Al-Bab,36.366198,37.512275,2,1
202105310002,2021,5,Afghanistan,South Asia,Ghazni,33.542623,68.41533,1,0
202105310007,2021,5,Afghanistan,South Asia,Ahmad Shah Baba Mina,34.513277,69.328138,1,0
202105310009,2021,5,Pakistan,South Asia,Turbat,25.999413,63.047451,0,2
202105310010,2021,5,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,0,2
202105310011,2021,5,Afghanistan,South Asia,Bolan,31.589826,64.337955,5,0
202105310037,2021,5,Pakistan,South Asia,Jani Khel,32.800576,70.495559,1,0
202106010009,2021,6,Iraq,Middle East & North Africa,Tarmiyah,33.66969,44.381316,0,0
202106010013,2021,6,Afghanistan,South Asia,Kabul,34.523842,69.140304,6,9
202106010014,2021,6,Afghanistan,South Asia,Kabul,34.523842,69.140304,5,4
202106010021,2021,6,Mali,Sub-Saharan Africa,Aguelhoc,19.464848,0.856393,0,0
202106020004,2021,6,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,2,10
202106020006,2021,6,India,South Asia,Tral,33.931013,75.114214,1,1
202106020007,2021,6,Pakistan,South Asia,Kanigorram,32.519848,69.789698,1,2
202106020009,2021,6,Nigeria,Sub-Saharan Africa,Damboa,11.151905,12.758704,50,0
202106020010,2021,6,Somalia,Sub-Saharan Africa,Kismayo,-0.357847,42.546652,0,0
202106020011,2021,6,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202106020012,2021,6,Afghanistan,South Asia,Khost,33.335257,69.92847,0,7
202106020015,2021,6,Syria,Middle East & North Africa,Jarabulus,36.818631,38.011127,0,2
202106020019,2021,6,Pakistan,South Asia,Karachi,24.891116,67.143312,0,1
202106020023,2021,6,Iraq,Middle East & North Africa,Kirkuk,35.452112,44.375464,0,0
202106020025,2021,6,Iraq,Middle East & North Africa,Naft Khanah,34.035641,45.440577,0,0
202106030002,2021,6,Libya,Middle East & North Africa,Ajdabiya,30.757133,20.237541,0,0
202106030003,2021,6,Afghanistan,South Asia,Kabul,34.523842,69.140304,4,4
202106030004,2021,6,Afghanistan,South Asia,Kabul,34.523842,69.140304,4,5
202106030008,2021,6,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,4,20
202106030023,2021,6,Pakistan,South Asia,Hayatabad,33.976307,71.437158,0,0
202106030028,2021,6,Colombia,South America,Cali,3.429344,-76.516041,1,0
202106030037,2021,6,Pakistan,South Asia,Chattar,28.869227,68.334417,0,0
202106030038,2021,6,Syria,Middle East & North Africa,Sukhnah,34.884201,38.872516,2,0
202106030039,2021,6,Syria,Middle East & North Africa,Sukhnah,34.884201,38.872516,10,0
202106040013,2021,6,Iraq,Middle East & North Africa,Tarmiyah,33.66969,44.381316,1,0
202106040018,2021,6,Pakistan,South Asia,Islamabad,33.67164,73.056065,2,0
202106040020,2021,6,India,South Asia,Bijbehara,33.789498,75.103384,2,0
202106040027,2021,6,Afghanistan,South Asia,Kandahar,31.631083,65.742227,1,0
202106040028,2021,6,Afghanistan,South Asia,Miyan Joy,31.495461,65.738345,1,0
202106040031,2021,6,Syria,Middle East & North Africa,Sukhnah,34.884201,38.872516,3,2
202106050005,2021,6,Afghanistan,South Asia,Kandahar,31.631083,65.742227,5,0
202106050006,2021,6,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202106050010,2021,6,India,South Asia,Srinagar,34.083739,74.789903,0,0
202106050015,2021,6,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,7,4
202106050016,2021,6,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,7,3
202106050018,2021,6,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,3,8
202106050025,2021,6,Syria,Middle East & North Africa,Jarabulus,36.818631,38.011127,0,0
202106050032,2021,6,Syria,Middle East & North Africa,Athman,32.661676,36.113661,1,0
202106060005,2021,6,Afghanistan,South Asia,Kandahar,31.631083,65.742227,1,0
202106060006,2021,6,Afghanistan,South Asia,Qalat,32.100205,66.901018,4,0
202106060007,2021,6,Afghanistan,South Asia,Sari Pul,36.217656,65.933036,2,2
202106060008,2021,6,Afghanistan,South Asia,Sari Pul,36.217656,65.933036,2,2
202106060014,2021,6,Afghanistan,South Asia,Mazari Sharif,36.70993,67.115696,17,117
202106060015,2021,6,India,South Asia,Tral,33.931013,75.114214,0,7
202106060017,2021,6,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202106060048,2021,6,Syria,Middle East & North Africa,Jarabulus,36.818631,38.011127,0,0
202106060049,2021,6,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,3
202106060052,2021,6,Saudi Arabia,Middle East & North Africa,Khamis Mushayt,18.314752,42.725163,0,0
202106060060,2021,6,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,1,2
202106060061,2021,6,Afghanistan,South Asia,Kandahar,31.631083,65.742227,1,1
202106060069,2021,6,Myanmar,Southeast Asia,Yangon,16.887781,96.149558,0,0
202106070007,2021,6,Afghanistan,South Asia,Qalat,32.100205,66.901018,1,0
202106070011,2021,6,Iraq,Middle East & North Africa,Khan Sur,36.46806,41.616804,0,0
202106070012,2021,6,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,1,0
202106070015,2021,6,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,0
202106070016,2021,6,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202106070031,2021,6,India,South Asia,Srinagar,34.083739,74.789903,0,0
202106070032,2021,6,Syria,Middle East & North Africa,Al-Rai,36.612793,37.449031,2,8
202106070034,2021,6,Yemen,Middle East & North Africa,Najd Qurayn,14.00665,44.665932,3,17
202106080001,2021,6,Nigeria,Sub-Saharan Africa,Dikwa,12.036585,13.917242,6,3
202106080008,2021,6,Egypt,Middle East & North Africa,Beir al-Abd,31.016779,33.008587,0,0
202106080009,2021,6,Somalia,Sub-Saharan Africa,Jasiira,1.950162,45.18074,1,0
202106080014,2021,6,Pakistan,South Asia,Jussak,26.035425,63.080056,0,0
202106080016,2021,6,India,South Asia,Imphal,24.797922,93.940517,0,0
202106080018,2021,6,Syria,Middle East & North Africa,Afrin,36.511639,36.867356,0,0
202106080028,2021,6,Iraq,Middle East & North Africa,Alam,34.705949,43.697074,0,1
202106080034,2021,6,Myanmar,Southeast Asia,Yangon,16.887781,96.149558,1,0
202106090008,2021,6,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202106090011,2021,6,Iraq,Middle East & North Africa,Riyadh,35.272077,43.915044,1,1
202106090019,2021,6,Afghanistan,South Asia,Tarin Kot,32.61797,65.872373,4,13
202106100006,2021,6,Afghanistan,South Asia,Bagh-e Shamal,35.988221,68.635741,7,10
202106100014,2021,6,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,4,9
202106100015,2021,6,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,3,8
202106100021,2021,6,Saudi Arabia,Middle East & North Africa,Khamis Mushayt,18.314752,42.725163,0,0
202106100031,2021,6,Democratic Republic of the Congo,Sub-Saharan Africa,Kasinga,0.50412,29.408153,0,0
202106100038,2021,6,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,3,8
202106110004,2021,6,Afghanistan,South Asia,Feroz Koh,34.521315,65.249242,3,3
202106110007,2021,6,Afghanistan,South Asia,Mazari Sharif,36.70993,67.115696,1,3
202106110019,2021,6,Yemen,Middle East & North Africa,Zinjibar,13.129727,45.385572,7,25
202106120002,2021,6,Afghanistan,South Asia,Kabul,34.523842,69.140304,6,2
202106120003,2021,6,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,4
202106120005,2021,6,Afghanistan,South Asia,Kunduz,36.70574,68.876969,1,0
202106120007,2021,6,Afghanistan,South Asia,Puli Alam,34.021193,68.999537,1,0
202106120009,2021,6,Afghanistan,South Asia,Gardez,33.598634,69.228998,7,0
202106120012,2021,6,Afghanistan,South Asia,Mirzakah,33.777655,69.493647,4,0
202106120014,2021,6,India,South Asia,Sopore,34.28889,74.463713,4,4
202106120017,2021,6,Syria,Middle East & North Africa,Afrin,36.511639,36.867356,10,34
202106120018,2021,6,Syria,Middle East & North Africa,Afrin,36.511639,36.867356,1,0
202106120021,2021,6,West Bank and Gaza Strip,Middle East & North Africa,Qalandiyah,31.861471,35.208428,1,0
202106120022,2021,6,Iraq,Middle East & North Africa,Riyadh,35.272077,43.915044,1,1
202106130007,2021,6,Afghanistan,South Asia,Alishang,34.705139,70.154052,5,1
202106130018,2021,6,United Kingdom,Western Europe,Lurgan,54.463368,-6.328597,0,0
202106130020,2021,6,Mali,Sub-Saharan Africa,Douentza,15.007049,-2.954305,0,8
202106130022,2021,6,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,6
202106130035,2021,6,Afghanistan,South Asia,Herat,34.346721,62.197317,1,0
202106130036,2021,6,Afghanistan,South Asia,Herat,34.346721,62.197317,1,3
202106140015,2021,6,Pakistan,South Asia,Quetta,30.20082,66.994352,4,0
